hotspot_id,h3_cell,center_lat,center_lon,violation_count,hotspot_score,hotspot_category,dominant_junction,dominant_vehicle_type,dominant_violation_type,dominant_police_station,cluster_id
HS_89618925eb7ffff,89618925eb7ffff,12.937778180199137,77.61859979169184,55,0.004536830817454426,Moderate,No Junction,CAR_JEEP,NO PARKING,Adugodi,-1
HS_89601458697ffff,89601458697ffff,12.990418306662551,77.5394581158736,55,0.004536830817454426,Moderate,BTP207 - 8th Main Road Basaveshwara Nagar,CAR_JEEP,WRONG PARKING,Vijayanagara,-1
HS_8960145a65bffff,8960145a65bffff,12.957184398636521,77.57198846341707,54,0.004454342984409799,Moderate,BTP105 - Shivasankara Circle,TWO_WHEELER,NO PARKING,V.V.Puram (C.Pet),-1
HS_89618925b87ffff,89618925b87ffff,12.94751343084238,77.58686798044789,54,0.004454342984409799,Moderate,No Junction,TWO_WHEELER,NO PARKING,Wilson Garden,-1
HS_8960145a613ffff,8960145a613ffff,12.946513804565612,77.56699708970689,54,0.004454342984409799,Moderate,BTP215 - Vanivillas Junction,CAR_JEEP,WRONG PARKING,Basavanagudi,-1
HS_89601459e17ffff,89601459e17ffff,13.050340936043524,77.50677289642434,54,0.004454342984409799,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Chikkabanavara,-1
HS_8961892ce8bffff,8961892ce8bffff,13.048918234688225,77.63011336768403,54,0.004454342984409799,Moderate,No Junction,TWO_WHEELER,NO PARKING,Hennuru,-1
HS_89618924247ffff,89618924247ffff,12.917394823889591,77.63691516042566,54,0.004454342984409799,Moderate,No Junction,CAR_JEEP,NO PARKING,HSR Layout,-1
HS_8961892404fffff,8961892404fffff,12.898164029556503,77.63297741507446,54,0.004454342984409799,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Madiwala,-1
HS_89601458ed3ffff,89601458ed3ffff,12.99911846239125,77.48789035551754,54,0.004454342984409799,Moderate,No Junction,TWO_WHEELER,WRONG PARKING,Kamakshipalya,-1
HS_8960145a10fffff,8960145a10fffff,12.93598702349858,77.51991252814248,54,0.004454342984409799,Moderate,No Junction,TWO_WHEELER,WRONG PARKING,Byatarayanapura,-1
HS_8961892e4c7ffff,8961892e4c7ffff,12.976985550065494,77.71382451091635,53,0.004371855151365174,Moderate,No Junction,TWO_WHEELER,WRONG PARKING,Mahadevapura,-1
HS_8961892447bffff,8961892447bffff,12.882069794973072,77.6465494421687,53,0.004371855151365174,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Electronic City,-1
HS_8961892589bffff,8961892589bffff,12.934604445456225,77.60951811930282,53,0.004371855151365174,Moderate,BTP136 - Hosur-Tavarkere Road Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Mico Layout,-1
HS_8960145b083ffff,8960145b083ffff,12.986021513806191,77.57788670867002,53,0.004371855151365174,Moderate,BTP054 - Shivananda Circle,CAR_JEEP,NO PARKING,High ground,-1
HS_89618924e2bffff,89618924e2bffff,12.899417326070708,77.5854588206668,53,0.004371855151365174,Moderate,No Junction,TWO_WHEELER,NO PARKING,J.P. Nagar,-1
HS_89618921d13ffff,89618921d13ffff,12.968291322032993,77.74863298404145,52,0.0042893673183205475,Moderate,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Whitefield,-1
HS_89618925bd7ffff,89618925bd7ffff,12.95283433877936,77.59357650480415,52,0.0042893673183205475,Moderate,"BTP102 - BMTC Junction, KH Road",CAR_JEEP,NO PARKING,Wilson Garden,-1
HS_8961892e073ffff,8961892e073ffff,12.998464151233884,77.69009087562041,52,0.0042893673183205475,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Mahadevapura,-1
HS_8960145a66bffff,8960145a66bffff,12.959358355046797,77.56119618074078,52,0.0042893673183205475,Moderate,BTP091 - Sirsi Circle,CAR_JEEP,PARKING IN A MAIN ROAD,Chamarajpet,-1
HS_8960145a2b3ffff,8960145a2b3ffff,12.954065531431917,77.54607037499251,52,0.0042893673183205475,Moderate,"BTP094 - Sri Skanda Complex, Mysore Road",AUTO_RICKSHAW,NO PARKING,Byatarayanapura,-1
HS_8960145a6c3ffff,8960145a6c3ffff,12.948630469633484,77.57304846211579,52,0.0042893673183205475,Moderate,BTP107 - National College Junction,TWO_WHEELER,NO PARKING,V.V.Puram (C.Pet),-1
HS_8960145a8d7ffff,8960145a8d7ffff,12.938214145169601,77.49229694733916,52,0.0042893673183205475,Moderate,No Junction,CAR_JEEP,NO PARKING,Jnanabharathi,-1
HS_8960145a29bffff,8960145a29bffff,12.957241227232604,77.55514548671897,52,0.0042893673183205475,Moderate,BTP092 - Bangalore Builders Junction,CAR_JEEP,NO PARKING,Chamarajpet,-1
HS_89618924e47ffff,89618924e47ffff,12.902589836914542,77.59453675362701,52,0.0042893673183205475,Moderate,No Junction,CAR_JEEP,NO PARKING,J.P. Nagar,-1
HS_89618925a0bffff,89618925a0bffff,12.96668134749384,77.60765168873439,51,0.004206879485275922,Moderate,No Junction,CAR_JEEP,NO PARKING,Ashok Nagar,-1
HS_8961892096bffff,8961892096bffff,12.943899140646572,77.69578231413942,51,0.004206879485275922,Moderate,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,HAL Old Airport,-1
HS_8961892e893ffff,8961892e893ffff,12.983675668526326,77.63924373238405,51,0.004206879485275922,Moderate,No Junction,CAR_JEEP,PARKING ON FOOTPATH,Jeevanbheemanagar,-1
HS_8960145acb3ffff,8960145acb3ffff,12.916824330211275,77.49915687733065,51,0.004206879485275922,Moderate,No Junction,TWO_WHEELER,NO PARKING,Kengeri,-1
HS_89618925bc3ffff,89618925bc3ffff,12.956038778798096,77.59423216594502,51,0.004206879485275922,Moderate,"BTP102 - BMTC Junction, KH Road",CAR_JEEP,NO PARKING,Wilson Garden,-1
HS_89618925b83ffff,89618925b83ffff,12.948571668200072,77.58989435939898,50,0.004124391652231296,Moderate,BTP122 - Siddapura Junction,AUTO_RICKSHAW,NO PARKING,Wilson Garden,-1
HS_89618924cc7ffff,89618924cc7ffff,12.872659134753013,77.59403350951611,50,0.004124391652231296,Moderate,No Junction,TWO_WHEELER,WRONG PARKING,Hulimavu,-1
HS_8961892f557ffff,8961892f557ffff,13.027227807456798,77.7213201097713,50,0.004124391652231296,Moderate,No Junction,CAR_JEEP,NO PARKING,K.R. Pura,-1
HS_89618925867ffff,89618925867ffff,12.947483667775765,77.59529180839917,50,0.004124391652231296,Moderate,"BTP123 - 10th Cross, Wilson Garden",TWO_WHEELER,NO PARKING,Wilson Garden,-1
HS_8961892e3b3ffff,8961892e3b3ffff,12.998524712893985,77.67322332557612,50,0.004124391652231296,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Banaswadi,-1
HS_8961892e047ffff,8961892e047ffff,12.999522588602515,77.69312161464892,50,0.004124391652231296,Moderate,No Junction,TWO_WHEELER,WRONG PARKING,Mahadevapura,-1
HS_8961892e427ffff,8961892e427ffff,12.977049676839753,77.6969536664653,50,0.004124391652231296,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Mahadevapura,-1
HS_8960145b4a7ffff,8960145b4a7ffff,12.969972532524865,77.58303300350345,50,0.004124391652231296,Moderate,BTP038 - Mysore Bank Junction,CAR_JEEP,WRONG PARKING,Halasuru Gate,-1
HS_89618925c27ffff,89618925c27ffff,12.924990354141297,77.60755051336426,49,0.00404190381918667,Moderate,No Junction,AUTO_RICKSHAW,PARKING IN A MAIN ROAD,Mico Layout,-1
HS_89618920bcfffff,89618920bcfffff,12.957748075045457,77.70987781340443,49,0.00404190381918667,Moderate,No Junction,LIGHT_COMMERCIAL,WRONG PARKING,HAL Old Airport,-1
HS_8960145ad87ffff,8960145ad87ffff,12.910474822893786,77.4810227712618,49,0.00404190381918667,Moderate,No Junction,CAR_JEEP,NO PARKING,Kengeri,-1
HS_89601458c53ffff,89601458c53ffff,12.984188772899891,77.47922950181443,49,0.00404190381918667,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Kamakshipalya,-1
HS_8960169018bffff,8960169018bffff,13.190957585280307,77.67892497199065,49,0.00404190381918667,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Devanahalli Airport,-1
HS_89618924877ffff,89618924877ffff,12.893072292282534,77.56730629642361,49,0.00404190381918667,Moderate,No Junction,CAR_JEEP,NO PARKING,K.S. Layout,-1
HS_8961892cb53ffff,8961892cb53ffff,13.066127108161414,77.59427857294031,49,0.00404190381918667,Moderate,No Junction,TWO_WHEELER,NO PARKING,Hebbala,-1
HS_896014595abffff,896014595abffff,13.019275224062188,77.536930732908,48,0.003959415986142044,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Rajajinagar,-1
HS_89618925c67ffff,89618925c67ffff,12.932457608629829,77.61188927659902,48,0.003959415986142044,Moderate,BTP140 - Madiwala Check Post,CAR_JEEP,WRONG PARKING,Adugodi,-1
HS_8960145b33bffff,8960145b33bffff,13.009614294006337,77.5518084744474,48,0.003959415986142044,Moderate,BTP023 - Mahalaxmi Layout Entrance,CAR_JEEP,WRONG PARKING,Malleshwaram,-1
HS_8960145b513ffff,8960145b513ffff,12.968942180802706,77.57158370459346,48,0.003959415986142044,Moderate,No Junction,TWO_WHEELER,NO PARKING,Chamarajpet,-1
HS_8961892c937ffff,8961892c937ffff,13.035194651093233,77.57389691060098,48,0.003959415986142044,Moderate,No Junction,TWO_WHEELER,WRONG PARKING,Kodigehalli,-1
HS_8961892cc47ffff,8961892cc47ffff,13.037184809322651,77.62208665274072,48,0.003959415986142044,Moderate,No Junction,TWO_WHEELER,NO PARKING,K.G. Halli,-1
HS_8960145b14bffff,8960145b14bffff,12.996773274802706,77.55761010772231,48,0.003959415986142044,Moderate,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",TWO_WHEELER,WRONG PARKING,Malleshwaram,-1
HS_8960145a037ffff,8960145a037ffff,12.938075641485586,77.53437795816625,48,0.003959415986142044,Moderate,No Junction,TWO_WHEELER,WRONG PARKING,Banashankari,-1
HS_89618925d27ffff,89618925d27ffff,12.917585911201643,77.5863654510075,48,0.003959415986142044,Moderate,"BTP177 - Aurobindo Circle, ORR",CAR_JEEP,NO PARKING,Jayanagara,-1
HS_89618925e87ffff,89618925e87ffff,12.93989400006981,77.62465485834748,47,0.003876928153097418,Moderate,No Junction,TWO_WHEELER,NO PARKING,Adugodi,-1
HS_8961892e87bffff,8961892e87bffff,13.001876269571353,77.63172477606014,47,0.003876928153097418,Moderate,No Junction,TWO_WHEELER,NO PARKING,Banaswadi,-1
HS_89601690573ffff,89601690573ffff,13.185586580731819,77.68908096161415,47,0.003876928153097418,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Chikkajala,-1
HS_8961892e967ffff,8961892e967ffff,12.99234684939873,77.60447301256455,47,0.003876928153097418,Moderate,No Junction,CAR_JEEP,NO PARKING,Pulikeshinagar(F.Town),-1
HS_8960145b47bffff,8960145b47bffff,12.987052699086208,77.5893374753803,47,0.003876928153097418,Moderate,"BTP033 - Sophia High School, Sankey Road",CAR_JEEP,WRONG PARKING,High ground,-1
HS_8960145a653ffff,8960145a653ffff,12.953980305342835,77.57133319514705,47,0.003876928153097418,Moderate,BTP106 - VV Puram College,CAR_JEEP,NO PARKING,V.V.Puram (C.Pet),-1
HS_8961892f537ffff,8961892f537ffff,13.019786876174352,77.70853475355906,47,0.003876928153097418,Moderate,No Junction,CAR_JEEP,WRONG PARKING,K.R. Pura,-1
HS_8960145a3afffff,8960145a3afffff,12.950945000101258,77.5201603817016,46,0.003794440320052792,Moderate,No Junction,CAR_JEEP,NO PARKING,Byatarayanapura,-1
HS_89618924e6bffff,89618924e6bffff,12.906883683936961,77.58979561162617,46,0.003794440320052792,Moderate,BTP222 - Delmia Circle,CAR_JEEP,NO PARKING,J.P. Nagar,-1
HS_8961892c9b3ffff,8961892c9b3ffff,13.028761170088776,77.58101069107194,46,0.003794440320052792,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli,-1
HS_896189259d3ffff,896189259d3ffff,12.931461394998635,77.5920136842249,46,0.003794440320052792,Moderate,No Junction,TWO_WHEELER,WRONG PARKING,Jayanagara,-1
HS_8961892ec3bffff,8961892ec3bffff,12.979382286303746,77.64398800031888,46,0.003794440320052792,Moderate,No Junction,CAR_JEEP,NO PARKING,Jeevanbheemanagar,-1
HS_8961892e973ffff,8961892e973ffff,12.991259861014475,77.60987206140794,46,0.003794440320052792,Moderate,No Junction,CAR_JEEP,NO PARKING,Pulikeshinagar(F.Town),-1
HS_8960145b613ffff,8960145b613ffff,12.998783643731102,77.59735868643256,46,0.003794440320052792,Moderate,No Junction,CAR_JEEP,WRONG PARKING,R.T. Nagar,-1
HS_896189253cbffff,896189253cbffff,12.959031215006524,77.65387890369848,45,0.003711952487008166,Moderate,No Junction,TWO_WHEELER,NO PARKING,Jeevanbheemanagar,-1
HS_8961892f473ffff,8961892f473ffff,13.03572782390332,77.7371406432348,45,0.003711952487008166,Moderate,No Junction,TWO_WHEELER,WRONG PARKING,K.R. Pura,-1
HS_896014584c3ffff,896014584c3ffff,12.978663142142524,77.53986398217545,45,0.003711952487008166,Moderate,BTP067 - Jai Muni Rao Circle,CAR_JEEP,WRONG PARKING,Magadi Road,-1
HS_89618926b43ffff,89618926b43ffff,12.858784177580333,77.58838613440561,45,0.003711952487008166,Moderate,No Junction,CAR_JEEP,NO PARKING,Hulimavu,-1
HS_89618925b77ffff,89618925b77ffff,12.960359804804776,77.58106658359864,45,0.003711952487008166,Moderate,BTP167 - JC Road Junction,AUTO_RICKSHAW,WRONG PARKING,City Market,-1
HS_8960145b58fffff,8960145b58fffff,12.9657381085696,77.57092841851312,45,0.003711952487008166,Moderate,BTP085 - Briyand Circle,AUTO_RICKSHAW,WRONG PARKING,Chamarajpet,-1
HS_896016961a7ffff,896016961a7ffff,13.082285237805257,77.54700394113785,45,0.003711952487008166,Moderate,No Junction,AUTO_RICKSHAW,NO PARKING,Yelahanka,-1
HS_8961892e213ffff,8961892e213ffff,13.013404910356554,77.69878292602378,45,0.003711952487008166,Moderate,No Junction,TWO_WHEELER,NO PARKING,K.R. Pura,-1
HS_896014592b7ffff,896014592b7ffff,13.057717282887584,77.54478949638738,44,0.0036294646539635402,Moderate,No Junction,CAR_JEEP,NO PARKING,Jalahalli,-1
HS_8961892e44fffff,8961892e44fffff,12.987694337138329,77.71039310887498,44,0.0036294646539635402,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Mahadevapura,-1
HS_8960145b627ffff,8960145b627ffff,12.999897228289537,77.58353527587553,44,0.0036294646539635402,Moderate,No Junction,TWO_WHEELER,WRONG PARKING,Sadashivanagar,-1
HS_8960145b687ffff,8960145b687ffff,12.99237478297548,77.5960470895886,44,0.0036294646539635402,Moderate,No Junction,CAR_JEEP,NO PARKING,High ground,-1
HS_8960145b637ffff,8960145b637ffff,12.997752026732709,77.5859064240758,44,0.0036294646539635402,Moderate,BTP032 - Windsor Circle,CAR_JEEP,WRONG PARKING,High ground,-1
HS_89618925b27ffff,89618925b27ffff,12.95503872899199,77.5743590553384,44,0.0036294646539635402,Moderate,BTP106 - VV Puram College,CAR_JEEP,NO PARKING,V.V.Puram (C.Pet),-1
HS_89601459517ffff,89601459517ffff,13.02033484534417,77.53995594350756,44,0.0036294646539635402,Moderate,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,Rajajinagar,-1
HS_8960145a067ffff,8960145a067ffff,12.947686274179867,77.53634174586222,44,0.0036294646539635402,Moderate,No Junction,HEAVY_COMMERCIAL,NO PARKING,Byatarayanapura,-1
HS_896016960c3ffff,896016960c3ffff,13.098215646036618,77.583982401524,44,0.0036294646539635402,Moderate,No Junction,TWO_WHEELER,WRONG PARKING,Yelahanka,-1
HS_89601459847ffff,89601459847ffff,13.052526977102799,77.48756754808251,44,0.0036294646539635402,Moderate,No Junction,CAR_JEEP,WRONG PARKING,No Police Station,-1
HS_8961892cb97ffff,8961892cb97ffff,13.050105705853861,77.59099927630028,44,0.0036294646539635402,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli,-1
HS_8960145a2d7ffff,8960145a2d7ffff,12.960445064863405,77.55580047416036,43,0.0035469768209189143,Moderate,BTP092 - Bangalore Builders Junction,CAR_JEEP,NO PARKING,Chamarajpet,-1
HS_8960145b473ffff,8960145b473ffff,12.983848374627044,77.58868183523094,43,0.0035469768209189143,Moderate,BTP035 - Basaweshwara Circle (LH) Junction,CAR_JEEP,NO PARKING,High ground,-1
HS_8960145a397ffff,8960145a397ffff,12.945569229769218,77.53029314681605,43,0.0035469768209189143,Moderate,BTP098 - Nayandahalli Junction,HEAVY_COMMERCIAL,NO PARKING,Byatarayanapura,-1
HS_89618925babffff,89618925babffff,12.951805462926224,77.58212644948817,43,0.0035469768209189143,Moderate,BTP184 - Lalbagh West Gate,CAR_JEEP,WRONG PARKING,Wilson Garden,-1
HS_8961892731bffff,8961892731bffff,12.90440491078346,77.67643354735277,43,0.0035469768209189143,Moderate,No Junction,TWO_WHEELER,NO PARKING,Bellandur,-1
HS_8960145a643ffff,8960145a643ffff,12.956125928712485,77.56896267104027,43,0.0035469768209189143,Moderate,BTP217 - Baleyele Junction,TWO_WHEELER,NO PARKING,V.V.Puram (C.Pet),-1
HS_89618920b3bffff,89618920b3bffff,12.956723302981061,77.69841225317369,43,0.0035469768209189143,Moderate,No Junction,TWO_WHEELER,WRONG PARKING,HAL Old Airport,-1
HS_8960145956fffff,8960145956fffff,13.033172948177507,77.53415428490803,43,0.0035469768209189143,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Yeshwanthpura,-1
HS_896189259a7ffff,896189259a7ffff,12.925113614277189,77.57385779893012,43,0.0035469768209189143,Moderate,"BTP114 - KR Road Junction, Near JSS",TWO_WHEELER,NO PARKING,Banashankari,-1
HS_89618924e97ffff,89618924e97ffff,12.885477338405973,77.59665561521027,43,0.0035469768209189143,Moderate,No Junction,CAR_JEEP,WRONG PARKING,J.P. Nagar,-1
HS_8961892dda3ffff,8961892dda3ffff,13.068172878957798,77.62562194199982,43,0.0035469768209189143,Moderate,No Junction,TWO_WHEELER,NO PARKING,Hennuru,-1
HS_89618925d1bffff,89618925d1bffff,12.919670208743652,77.60084130008632,43,0.0035469768209189143,Moderate,BTP128 - Gorappanapalya Junction,TWO_WHEELER,NO PARKING,Mico Layout,-1
HS_896014514dbffff,896014514dbffff,12.875001059033211,77.5411461178543,42,0.0034644889878742884,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Thalagattapura,-1
HS_896016966b3ffff,896016966b3ffff,13.09604937814309,77.59478215833411,42,0.0034644889878742884,Moderate,No Junction,TWO_WHEELER,WRONG PARKING,Yelahanka,-1
HS_8961892e993ffff,8961892e993ffff,12.976266153356367,77.6180463329245,42,0.0034644889878742884,Moderate,No Junction,LIGHT_COMMERCIAL,NO PARKING,Halasur,-1
HS_89601459417ffff,89601459417ffff,13.027752174300021,77.56113588935219,42,0.0034644889878742884,Moderate,No Junction,CAR_JEEP,NO PARKING,Yeshwanthpura,-1
HS_8960145862bffff,8960145862bffff,13.004342509608954,77.52826213502658,42,0.0034644889878742884,Moderate,No Junction,CAR_JEEP,NO PARKING,Rajajinagar,-1
HS_89618925c77ffff,89618925c77ffff,12.93031068618666,77.61426046401193,42,0.0034644889878742884,Moderate,BTP140 - Madiwala Check Post,AUTO_RICKSHAW,NO PARKING,Adugodi,-1
HS_8960145b5b7ffff,8960145b5b7ffff,12.960416918104134,77.56422171358516,42,0.0034644889878742884,Moderate,"BTP089 - Police Quarters, Sultan Road",TWO_WHEELER,WRONG PARKING,Chamarajpet,-1
HS_8961892eb07ffff,8961892eb07ffff,13.007283135219431,77.61315240853881,42,0.0034644889878742884,Moderate,No Junction,TWO_WHEELER,NO PARKING,K.G. Halli,-1
HS_89601459e37ffff,89601459e37ffff,13.050362949639997,77.49835465051707,41,0.0033820011548296625,Moderate,No Junction,TWO_WHEELER,NO PARKING,Chikkabanavara,-1
HS_89601459b07ffff,89601459b07ffff,13.060055193205743,77.46665044877021,41,0.0033820011548296625,Moderate,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,No Police Station,-1
HS_89601459ebbffff,89601459ebbffff,13.0471379809294,77.50611858990797,41,0.0033820011548296625,Moderate,No Junction,TWO_WHEELER,WRONG PARKING,Peenya,-1
HS_896189258d7ffff,896189258d7ffff,12.937809155145699,77.6101740248907,41,0.0033820011548296625,Moderate,BTP136 - Hosur-Tavarkere Road Junction,TWO_WHEELER,WRONG PARKING,Adugodi,-1
HS_8961892db67ffff,8961892db67ffff,13.119517977955589,77.61083299013272,41,0.0033820011548296625,Moderate,No Junction,LIGHT_COMMERCIAL,WRONG PARKING,Yelahanka,-1
HS_8961892db7bffff,8961892db7bffff,13.121639452189962,77.61689104815053,41,0.0033820011548296625,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Yelahanka,-1
HS_89601459487ffff,89601459487ffff,13.022404040210178,77.56285154721992,40,0.0032995133217850366,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Yeshwanthpura,-1
HS_89618924a1bffff,89618924a1bffff,12.912266078357876,77.57965836229366,40,0.0032995133217850366,Moderate,BTP196 - Sarakki Main Road,TWO_WHEELER,WRONG PARKING,J.P. Nagar,-1
HS_8960145941bffff,8960145941bffff,13.032015673092465,77.56481739170026,40,0.0032995133217850366,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Yeshwanthpura,-1
HS_8961892db63ffff,8961892db63ffff,13.12057871566732,77.61386195722216,40,0.0032995133217850366,Moderate,No Junction,LIGHT_COMMERCIAL,WRONG PARKING,Yelahanka,-1
HS_89601458367ffff,89601458367ffff,13.015132203353815,77.49115994056531,40,0.0032995133217850366,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Kamakshipalya,-1
HS_89618924adbffff,89618924adbffff,12.912234876445059,77.58808054455034,40,0.0032995133217850366,Moderate,"BTP197 - 9th Cross, 24th Main, JP Nagar",CAR_JEEP,NO PARKING,J.P. Nagar,-1
HS_89601459eb3ffff,89601459eb3ffff,13.043935031500645,77.50546430184082,39,0.0032170254887404106,Moderate,No Junction,TWO_WHEELER,WRONG PARKING,Peenya,-1
HS_8960145901bffff,8960145901bffff,13.047023143135748,77.54822105538076,39,0.0032170254887404106,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Jalahalli,-1
HS_89618925bb7ffff,89618925bb7ffff,12.945396954323638,77.58081559392635,39,0.0032170254887404106,Moderate,BTP185 - RV Teachers College,CAR_JEEP,NO PARKING,Basavanagudi,-1
HS_89601459b23ffff,89601459b23ffff,13.061136133732218,77.46125840500828,39,0.0032170254887404106,Moderate,No Junction,TWO_WHEELER,WRONG PARKING,No Police Station,-1
HS_8960145b3d7ffff,8960145b3d7ffff,13.005299430756128,77.56497223649048,39,0.0032170254887404106,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Malleshwaram,-1
HS_8961892e96bffff,8961892e96bffff,12.99661028066661,77.60815648623937,39,0.0032170254887404106,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Pulikeshinagar(F.Town),-1
HS_89618921a83ffff,89618921a83ffff,13.00783164546451,77.75956886200628,39,0.0032170254887404106,Moderate,No Junction,TWO_WHEELER,NO PARKING,Mahadevapura,-1
HS_8961892cccfffff,8961892cccfffff,13.03289393667782,77.62683107059932,39,0.0032170254887404106,Moderate,No Junction,CAR_JEEP,NO PARKING,K.G. Halli,-1
HS_8961892ed67ffff,8961892ed67ffff,12.97732465793632,77.62107416179524,39,0.0032170254887404106,Moderate,No Junction,CAR_JEEP,NO PARKING,Halasur,-1
HS_89618920bc3ffff,89618920bc3ffff,12.955599507853737,77.71225111590515,39,0.0032170254887404106,Moderate,No Junction,LIGHT_COMMERCIAL,WRONG PARKING,HAL Old Airport,-1
HS_89618924217ffff,89618924217ffff,12.907779397839636,77.63494620460483,39,0.0032170254887404106,Moderate,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,HSR Layout,-1
HS_8961892185bffff,8961892185bffff,13.001417808358338,77.75825146769112,39,0.0032170254887404106,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Mahadevapura,-1
HS_8961892728bffff,8961892728bffff,12.906449211394646,77.69935654379263,38,0.0031345376556957847,Moderate,No Junction,TWO_WHEELER,WRONG PARKING,Bellandur,-1
HS_89618925bcfffff,89618925bcfffff,12.958184851330959,77.5918611747243,38,0.0031345376556957847,Moderate,"BTP102 - BMTC Junction, KH Road",CAR_JEEP,NO PARKING,Wilson Garden,-1
HS_8960145b6d3ffff,8960145b6d3ffff,12.99875597134786,77.60578490874384,38,0.0031345376556957847,Moderate,No Junction,CAR_JEEP,WRONG PARKING,R.T. Nagar,-1
HS_8961892cd2fffff,8961892cd2fffff,13.025531178737456,77.58878045573726,38,0.0031345376556957847,Moderate,No Junction,TWO_WHEELER,WRONG PARKING,R.T. Nagar,-1
HS_896189258c7ffff,896189258c7ffff,12.939955866970383,77.60780286016352,38,0.0031345376556957847,Moderate,BTP133 - Adugodi Junction,CAR_JEEP,NO PARKING,Adugodi,-1
HS_8960145912bffff,8960145912bffff,13.041769490748708,77.51625315881579,38,0.0031345376556957847,Moderate,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,Chikkabanavara,-1
HS_8960145a06fffff,8960145a06fffff,12.9508898310072,77.5369963786555,38,0.0031345376556957847,Moderate,BTP096 - Gali Anjaneya Temple,AUTO_RICKSHAW,NO PARKING,Byatarayanapura,-1
HS_8960145b457ffff,8960145b457ffff,12.982761536334019,77.5940798328729,38,0.0031345376556957847,Moderate,BTP036 - Police Thimmaiah Circle (GPO),TWO_WHEELER,NO PARKING,Cubbon Park,-1
HS_896189266bbffff,896189266bbffff,12.837009891275565,77.67949692534393,38,0.0031345376556957847,Moderate,No Junction,TWO_WHEELER,PARKING ON FOOTPATH,Electronic City,-1
HS_8960145917bffff,8960145917bffff,13.047092868802775,77.5229571799067,38,0.0031345376556957847,Moderate,No Junction,TWO_WHEELER,NO PARKING,Jalahalli,-1
HS_896014592b3ffff,896014592b3ffff,13.058777450680077,77.54781537975045,38,0.0031345376556957847,Moderate,No Junction,CAR_JEEP,NO PARKING,Jalahalli,-1
HS_89618925ad7ffff,89618925ad7ffff,12.960242296968868,77.61476588125205,37,0.003052049822651159,Moderate,BTP142 - Lower Agram Road Junction,CAR_JEEP,WRONG PARKING,Ashok Nagar,-1
HS_8960145b37bffff,8960145b37bffff,13.017081215699518,77.55614435817114,37,0.003052049822651159,Moderate,No Junction,AUTO_RICKSHAW,NO PARKING,Yeshwanthpura,-1
HS_89618924ac7ffff,89618924ac7ffff,12.910119500570374,77.58202875989241,37,0.003052049822651159,Moderate,BTP196 - Sarakki Main Road,CAR_JEEP,WRONG PARKING,J.P. Nagar,-1
HS_896014583cbffff,896014583cbffff,13.01188199240873,77.50733968415042,37,0.003052049822651159,Moderate,No Junction,BUS,WRONG PARKING,Peenya,-1
HS_89601458683ffff,89601458683ffff,12.993621857898093,77.54011289490512,37,0.003052049822651159,Moderate,BTP207 - 8th Main Road Basaveshwara Nagar,CAR_JEEP,WRONG PARKING,Vijayanagara,-1
HS_896189244c7ffff,896189244c7ffff,12.872418624618259,77.65300742844111,37,0.003052049822651159,Moderate,No Junction,CAR_JEEP,WRONG PARKING,Electronic City,-1
HS_89618924a43ffff,89618924a43ffff,12.918674630614579,77.58096903580913,37,0.003052049822651159,Moderate,"BTP191 - 40th Cross, 4th Main, Jayanagar",TWO_WHEELER,WRONG PARKING,Jayanagara,-1
HS_8961892412fffff,8961892412fffff,12.883329958719502,77.59902614157349,37,0.003052049822651159,Moderate,No Junction,TWO_WHEELER,WRONG PARKING,Hulimavu,-1
